,movie,chapter,character,dialog,gender,releaseYear,processed_tokens,processed_text,preprocessed_tokens,preprocessed_text
443,Harry Potter and the Half-Blood Prince,Cursed Necklace,harry potter,what does she see in him,male,2009,['see'],see,['see'],see
444,Harry Potter and the Half-Blood Prince,Cursed Necklace,ron weasley,dean  he's brilliant,male,2009,"['dean', 'brilliant']",dean brilliant,"['dean', 'brilliant']",dean brilliant
445,Harry Potter and the Half-Blood Prince,Cursed Necklace,harry potter,you called him a slick git not five hours ago,male,2009,"['call', 'slick', 'git', 'not', 'five', 'hour', 'ago']",call slick git not five hour ago,"['call', 'slick', 'git', 'not', 'five', 'hour', 'ago']",call slick git not five hour ago
446,Harry Potter and the Half-Blood Prince,Cursed Necklace,ron weasley,yeah well he was running his hands all over my sister wasn't he  something snaps  you've got to hate him  you know on principle,male,2009,"['yeah', 'well', 'run', 'hand', 'sister', 'not', 'something', 'snap', 'get', 'hate', 'know', 'principle']",yeah well run hand sister not something snap get hate know principle,"['yeah', 'well', 'run', 'hand', 'sister', 'not', 'something', 'snap', 'get', 'hate', 'know', 'principle']",yeah well run hand sister not something snap get hate know principle
447,Harry Potter and the Half-Blood Prince,Cursed Necklace,harry potter,i suppose,male,2009,"['I', 'suppose']",I suppose,"['I', 'suppose']",I suppose
448,Harry Potter and the Half-Blood Prince,Cursed Necklace,ron weasley,so what is it  he sees in her,male,2009,['see'],see,['see'],see
449,Harry Potter and the Half-Blood Prince,Cursed Necklace,harry potter,i don't know  she's smart funny  attractive,male,2009,"['I', 'not', 'know', 'smart', 'funny', 'attractive']",I not know smart funny attractive,"['I', 'not', 'know', 'smart', 'funny', 'attractive']",I not know smart funny attractive
450,Harry Potter and the Half-Blood Prince,Cursed Necklace,ron weasley,attractive,male,2009,['attractive'],attractive,['attractive'],attractive
451,Harry Potter and the Half-Blood Prince,Cursed Necklace,harry potter,you know  she's got nice skin,male,2009,"['know', 'get', 'nice', 'skin']",know get nice skin,"['know', 'get', 'nice', 'skin']",know get nice skin
452,Harry Potter and the Half-Blood Prince,Cursed Necklace,ron weasley,skin  you're saying dean's dating my sister because of her skin,male,2009,"['skin', 'say', 'dean', ""'s"", 'date', 'sister', 'skin']",skin say dean 's date sister skin,"['skin', 'say', 'dean', ""'s"", 'date', 'sister', 'skin']",skin say dean 's date sister skin
453,Harry Potter and the Half-Blood Prince,Cursed Necklace,harry potter,well no  i mean i'm just saying it could be a contributing factor,male,2009,"['well', 'I', 'mean', 'I', 'say', 'could', 'contributing', 'factor']",well I mean I say could contributing factor,"['well', 'I', 'mean', 'I', 'say', 'could', 'contributing', 'factor']",well I mean I say could contributing factor
454,Harry Potter and the Half-Blood Prince,Cursed Necklace,ron weasley,hermione's got nice skin wouldn't you say  as skin goes i mean,male,2009,"['hermione', ""'s"", 'get', 'nice', 'skin', 'would', 'not', 'say', 'skin', 'go', 'I', 'mean']",hermione 's get nice skin would not say skin go I mean,"['hermione', ""'s"", 'get', 'nice', 'skin', 'would', 'not', 'say', 'skin', 'go', 'I', 'mean']",hermione 's get nice skin would not say skin go I mean
455,Harry Potter and the Half-Blood Prince,Cursed Necklace,harry potter,i've never really thought about it  but i suppose yeah  very nice,male,2009,"['I', 'never', 'really', 'think', 'I', 'suppose', 'yeah', 'nice']",I never really think I suppose yeah nice,"['I', 'never', 'really', 'think', 'I', 'suppose', 'yeah', 'nice']",I never really think I suppose yeah nice
456,Harry Potter and the Half-Blood Prince,Cursed Necklace,harry potter,i think i'll be going to sleep now,male,2009,"['I', 'think', 'I', 'go', 'sleep']",I think I go sleep,"['I', 'think', 'I', 'go', 'sleep']",I think I go sleep
457,Harry Potter and the Half-Blood Prince,Cursed Necklace,ron weasley,right,male,2009,['right'],right,['right'],right
458,Harry Potter and the Half-Blood Prince,Slug Club,horace slughorn,to hogwarts' best and brightest!,male,2009,"['hogwart', ""'"", 'good', 'bright', '!']",hogwart ' good bright !,"['hogwart', ""'"", 'good', 'bright', '!']",hogwart ' good bright !
459,Harry Potter and the Half-Blood Prince,Slug Club,cormac mclaggen,here here!,male,2009,['!'],!,['!'],!
460,Harry Potter and the Half-Blood Prince,Slug Club,neville longbottom,which one do i use for the soup,male,2009,"['one', 'I', 'use', 'soup']",one I use soup,"['one', 'I', 'use', 'soup']",one I use soup
461,Harry Potter and the Half-Blood Prince,Slug Club,horace slughorn,so tell me cormac  see much of your uncle tiberius these days,male,2009,"['tell', 'I', 'cormac', 'see', 'much', 'uncle', 'tiberius', 'day']",tell I cormac see much uncle tiberius day,"['tell', 'I', 'cormac', 'see', 'much', 'uncle', 'tiberius', 'day']",tell I cormac see much uncle tiberius day
462,Harry Potter and the Half-Blood Prince,Slug Club,cormac mclaggen,yes sir  in fact i'm meant to go hunting with him and the minister for magic over holiday,male,2009,"['yes', 'sir', 'fact', 'I', 'mean', 'go', 'hunt', 'minister', 'magic', 'holiday']",yes sir fact I mean go hunt minister magic holiday,"['yes', 'sir', 'fact', 'I', 'mean', 'go', 'hunt', 'minister', 'magic', 'holiday']",yes sir fact I mean go hunt minister magic holiday
463,Harry Potter and the Half-Blood Prince,Slug Club,horace slughorn,well be sure to give them both my best  what about your uncle belby  working on anything new for those of you who don't know marcus' uncle invented the wolfsbane potion,male,2009,"['well', 'sure', 'give', 'good', 'uncle', 'belby', 'work', 'anything', 'new', 'not', 'know', 'marcus', ""'"", 'uncle', 'invent', 'wolfsbane', 'potion']",well sure give good uncle belby work anything new not know marcus ' uncle invent wolfsbane potion,"['well', 'sure', 'give', 'good', 'uncle', 'belby', 'work', 'anything', 'new', 'not', 'know', 'marcus', ""'"", 'uncle', 'invent', 'wolfsbane', 'potion']",well sure give good uncle belby work anything new not know marcus ' uncle invent wolfsbane potion
464,Harry Potter and the Half-Blood Prince,Slug Club,marcus belby,dunno  he and me dad don't get on probably because dad thinks potions are rubbish  says the only potion worth having is a stiff one at the end of the,male,2009,"['dunno', 'I', 'dad', 'not', 'get', 'probably', 'dad', 'think', 'potion', 'rubbish', 'say', 'potion', 'worth', 'stiff', 'one', 'end']",dunno I dad not get probably dad think potion rubbish say potion worth stiff one end,"['dunno', 'I', 'dad', 'not', 'get', 'probably', 'dad', 'think', 'potion', 'rubbish', 'say', 'potion', 'worth', 'stiff', 'one', 'end']",dunno I dad not get probably dad think potion rubbish say potion worth stiff one end
465,Harry Potter and the Half-Blood Prince,Slug Club,horace slughorn,and you miss granger  what is it your family does in the muggle world,male,2009,"['miss', 'granger', 'family', 'muggle', 'world']",miss granger family muggle world,"['miss', 'granger', 'family', 'muggle', 'world']",miss granger family muggle world
466,Harry Potter and the Half-Blood Prince,Slug Club,hermione granger,my parents are dentists  they tend to people's teeth,female,2009,"['parent', 'dentist', 'tend', 'people', ""'s"", 'tooth']",parent dentist tend people 's tooth,"['parent', 'dentist', 'tend', 'people', ""'s"", 'tooth']",parent dentist tend people 's tooth
467,Harry Potter and the Half-Blood Prince,Slug Club,horace slughorn,fascinating  and is that considered a dangerous profession,male,2009,"['fascinating', 'consider', 'dangerous', 'profession']",fascinating consider dangerous profession,"['fascinating', 'consider', 'dangerous', 'profession']",fascinating consider dangerous profession
468,Harry Potter and the Half-Blood Prince,Slug Club,hermione granger,no  though a boy named robbie fenwick did bite my father once needed ten stitches,female,2009,"['though', 'boy', 'name', 'robbie', 'fenwick', 'bite', 'father', 'need', 'ten', 'stitch']",though boy name robbie fenwick bite father need ten stitch,"['though', 'boy', 'name', 'robbie', 'fenwick', 'bite', 'father', 'need', 'ten', 'stitch']",though boy name robbie fenwick bite father need ten stitch
469,Harry Potter and the Half-Blood Prince,Slug Club,horace slughorn,miss weasley!  come in come in,male,2009,"['miss', 'weasley', '!', 'come', 'come']",miss weasley ! come come,"['miss', 'weasley', '!', 'come', 'come']",miss weasley ! come come
470,Harry Potter and the Half-Blood Prince,Slug Club,ginny weasley,sorry i'm not ordinarily late,female,2009,"['sorry', 'I', 'not', 'ordinarily', 'late']",sorry I not ordinarily late,"['sorry', 'I', 'not', 'ordinarily', 'late']",sorry I not ordinarily late
471,Harry Potter and the Half-Blood Prince,Slug Club,horace slughorn,no matter  you'll be just in time for dessert  that is  if belby leaves you any,male,2009,"['matter', 'time', 'dessert', 'belby', 'leave']",matter time dessert belby leave,"['matter', 'time', 'dessert', 'belby', 'leave']",matter time dessert belby leave
472,Harry Potter and the Half-Blood Prince,Slug Club,hermione granger,look at her eyes  they've been fighting again  her and dean,female,2009,"['look', 'eye', 'fight', 'dean']",look eye fight dean,"['look', 'eye', 'fight', 'dean']",look eye fight dean
473,Harry Potter and the Half-Blood Prince,Slug Club,harry potter,what,male,2009,[],,[],
474,Harry Potter and the Half-Blood Prince,Slug Club,hermione granger,nothing,female,2009,['nothing'],nothing,['nothing'],nothing
475,Harry Potter and the Half-Blood Prince,Slug Club,horace slughorn,thank you one and all for a most stimulating evening  we'll have to do it again,male,2009,"['thank', 'one', 'stimulating', 'evening']",thank one stimulating evening,"['thank', 'one', 'stimulating', 'evening']",thank one stimulating evening
476,Harry Potter and the Half-Blood Prince,Slug Club,horace slughorn,oh  potter,male,2009,"['oh', 'potter']",oh potter,"['oh', 'potter']",oh potter
477,Harry Potter and the Half-Blood Prince,Slug Club,harry potter,sorry sir i was just admiring your hourglass,male,2009,"['sorry', 'sir', 'I', 'admire', 'hourglass']",sorry sir I admire hourglass,"['sorry', 'sir', 'I', 'admire', 'hourglass']",sorry sir I admire hourglass
478,Harry Potter and the Half-Blood Prince,Slug Club,horace slughorn,ah yes  a most intriguing object  the sands run in accordance to the quality of the conversation  when it is stimulating the sands run slow when it is not,male,2009,"['ah', 'yes', 'intriguing', 'object', 'sand', 'run', 'accordance', 'quality', 'conversation', 'stimulate', 'sand', 'run', 'slow', 'not']",ah yes intriguing object sand run accordance quality conversation stimulate sand run slow not,"['ah', 'yes', 'intriguing', 'object', 'sand', 'run', 'accordance', 'quality', 'conversation', 'stimulate', 'sand', 'run', 'slow', 'not']",ah yes intriguing object sand run accordance quality conversation stimulate sand run slow not
479,Harry Potter and the Half-Blood Prince,Slug Club,harry potter,i think i'll be going,male,2009,"['I', 'think', 'I', 'go']",I think I go,"['I', 'think', 'I', 'go']",I think I go
480,Harry Potter and the Half-Blood Prince,Slug Club,horace slughorn,nonsense  you have nothing to fear m'boy  as for some of your classmates well let's just say they're unlikely to make the shelf,male,2009,"['nonsense', 'nothing', 'fear', ""m'boy"", 'classmate', 'well', 'let', 'us', 'say', 'unlikely', 'make', 'shelf']",nonsense nothing fear m'boy classmate well let us say unlikely make shelf,"['nonsense', 'nothing', 'fear', ""m'boy"", 'classmate', 'well', 'let', 'us', 'say', 'unlikely', 'make', 'shelf']",nonsense nothing fear m'boy classmate well let us say unlikely make shelf
481,Harry Potter and the Half-Blood Prince,Slug Club,harry potter,the shelf sir,male,2009,"['shelf', 'sir']",shelf sir,"['shelf', 'sir']",shelf sir
482,Harry Potter and the Half-Blood Prince,Slug Club,horace slughorn,anyone who aspires to be anyone hopes to end up here  then again you are already someone aren't you harry,male,2009,"['anyone', 'aspire', 'anyone', 'hope', 'end', 'already', 'someone', 'not', 'harry']",anyone aspire anyone hope end already someone not harry,"['anyone', 'aspire', 'anyone', 'hope', 'end', 'already', 'someone', 'not', 'harry']",anyone aspire anyone hope end already someone not harry
483,Harry Potter and the Half-Blood Prince,Slug Club,harry potter,i don't really know how to answer that sir,male,2009,"['I', 'not', 'really', 'know', 'answer', 'sir']",I not really know answer sir,"['I', 'not', 'really', 'know', 'answer', 'sir']",I not really know answer sir
484,Harry Potter and the Half-Blood Prince,Slug Club,horace slughorn,your mother was modest too  your father not so much  as you can see he did not make the shelf,male,2009,"['mother', 'modest', 'father', 'not', 'much', 'see', 'not', 'make', 'shelf']",mother modest father not much see not make shelf,"['mother', 'modest', 'father', 'not', 'much', 'see', 'not', 'make', 'shelf']",mother modest father not much see not make shelf
485,Harry Potter and the Half-Blood Prince,Slug Club,harry potter,did voldemort ever make the shelf sir,male,2009,"['voldemort', 'ever', 'make', 'shelf', 'sir']",voldemort ever make shelf sir,"['voldemort', 'ever', 'make', 'shelf', 'sir']",voldemort ever make shelf sir
486,Harry Potter and the Half-Blood Prince,Slug Club,harry potter,you knew him didn't you sir tom riddle  you were his teacher,male,2009,"['know', 'not', 'sir', 'tom', 'riddle', 'teacher']",know not sir tom riddle teacher,"['know', 'not', 'sir', 'tom', 'riddle', 'teacher']",know not sir tom riddle teacher
487,Harry Potter and the Half-Blood Prince,Slug Club,horace slughorn,mr riddle had many teachers while here at hogwarts,male,2009,"['mr', 'riddle', 'many', 'teacher', 'hogwart']",mr riddle many teacher hogwart,"['mr', 'riddle', 'many', 'teacher', 'hogwart']",mr riddle many teacher hogwart
488,Harry Potter and the Half-Blood Prince,Slug Club,harry potter,what was he like,male,2009,['like'],like,['like'],like
489,Harry Potter and the Half-Blood Prince,Slug Club,harry potter,i'm sorry sir  forgive me  he killed my parents you see,male,2009,"['I', 'sorry', 'sir', 'forgive', 'I', 'kill', 'parent', 'see']",I sorry sir forgive I kill parent see,"['I', 'sorry', 'sir', 'forgive', 'I', 'kill', 'parent', 'see']",I sorry sir forgive I kill parent see
490,Harry Potter and the Half-Blood Prince,Slug Club,horace slughorn,of course  it's only natural that you should want to know more  i'm afraid i must disappoint you harry  when i first met young mr riddle he was simply a quiet albeit brilliant boy committed to becoming a firstrate wizard  not unlike the others i've known  in fact not unlike you  if the monster existed it was buried deep within,male,2009,"['course', 'natural', 'want', 'know', 'I', 'afraid', 'I', 'must', 'disappoint', 'harry', 'I', 'first', 'meet', 'young', 'mr', 'riddle', 'simply', 'quiet', 'albeit', 'brilliant', 'boy', 'commit', 'become', 'firstrate', 'wizard', 'not', 'unlike', 'I', 'know', 'fact', 'not', 'unlike', 'monster', 'exist', 'bury', 'deep', 'within']",course natural want know I afraid I must disappoint harry I first meet young mr riddle simply quiet albeit brilliant boy commit become firstrate wizard not unlike I know fact not unlike monster exist bury deep within,"['course', 'natural', 'want', 'know', 'I', 'afraid', 'I', 'must', 'disappoint', 'harry', 'I', 'first', 'meet', 'young', 'mr', 'riddle', 'simply', 'quiet', 'albeit', 'brilliant', 'boy', 'commit', 'become', 'firstrate', 'wizard', 'not', 'unlike', 'I', 'know', 'fact', 'not', 'unlike', 'monster', 'exist', 'bury', 'deep', 'within']",course natural want know I afraid I must disappoint harry I first meet young mr riddle simply quiet albeit brilliant boy commit become firstrate wizard not unlike I know fact not unlike monster exist bury deep within
491,Harry Potter and the Half-Blood Prince,Felix Felicis,neville longbottom,good luck eh ron,male,2009,"['good', 'luck', 'eh', 'ron']",good luck eh ron,"['good', 'luck', 'eh', 'ron']",good luck eh ron
492,Harry Potter and the Half-Blood Prince,Felix Felicis,seamus finnigan,counting on you ron  i've two galleons on gryffindor,male,2009,"['count', 'ron', 'I', 'two', 'galleon', 'gryffindor']",count ron I two galleon gryffindor,"['count', 'ron', 'I', 'two', 'galleon', 'gryffindor']",count ron I two galleon gryffindor
493,Harry Potter and the Half-Blood Prince,Felix Felicis,ron weasley,so  how was it,male,2009,[],,[],
494,Harry Potter and the Half-Blood Prince,Felix Felicis,hermione granger,how was what,female,2009,[],,[],
495,Harry Potter and the Half-Blood Prince,Felix Felicis,ron weasley,your dinner party,male,2009,"['dinner', 'party']",dinner party,"['dinner', 'party']",dinner party
496,Harry Potter and the Half-Blood Prince,Felix Felicis,hermione granger,dead boring  though i think harry enjoyed dessert,female,2009,"['dead', 'boring', 'though', 'I', 'think', 'harry', 'enjoy', 'dessert']",dead boring though I think harry enjoy dessert,"['dead', 'boring', 'though', 'I', 'think', 'harry', 'enjoy', 'dessert']",dead boring though I think harry enjoy dessert
497,Harry Potter and the Half-Blood Prince,Felix Felicis,hermione granger,ol' sluggy's having a christmas do you know  and we're meant to bring someone,female,2009,"['old', 'sluggy', 'christmas', 'know', 'mean', 'bring', 'someone']",old sluggy christmas know mean bring someone,"['old', 'sluggy', 'christmas', 'know', 'mean', 'bring', 'someone']",old sluggy christmas know mean bring someone
498,Harry Potter and the Half-Blood Prince,Felix Felicis,ron weasley,i expect you'll be going with mclaggen  isn't he a member of the slug club,male,2009,"['I', 'expect', 'go', 'mclaggen', 'not', 'member', 'slug', 'club']",I expect go mclaggen not member slug club,"['I', 'expect', 'go', 'mclaggen', 'not', 'member', 'slug', 'club']",I expect go mclaggen not member slug club
499,Harry Potter and the Half-Blood Prince,Felix Felicis,hermione granger,actually i was going to ask you,female,2009,"['actually', 'I', 'go', 'ask']",actually I go ask,"['actually', 'I', 'go', 'ask']",actually I go ask
500,Harry Potter and the Half-Blood Prince,Felix Felicis,ron weasley,really,male,2009,['really'],really,['really'],really
501,Harry Potter and the Half-Blood Prince,Felix Felicis,hermione granger,really  but seeing as you have such a distaste for the idea,female,2009,"['really', 'see', 'distaste', 'idea']",really see distaste idea,"['really', 'see', 'distaste', 'idea']",really see distaste idea
502,Harry Potter and the Half-Blood Prince,Felix Felicis,lavender brown,good luck today ron!  i know you'll be brilliant!,female,2009,"['good', 'luck', 'today', 'ron', '!', 'I', 'know', 'brilliant', '!']",good luck today ron ! I know brilliant !,"['good', 'luck', 'today', 'ron', '!', 'I', 'know', 'brilliant', '!']",good luck today ron ! I know brilliant !
503,Harry Potter and the Half-Blood Prince,Felix Felicis,ron weasley,i'm resigning  after today's match  mclaggen can have my spot,male,2009,"['I', 'resign', 'today', ""'s"", 'match', 'mclaggen', 'spot']",I resign today 's match mclaggen spot,"['I', 'resign', 'today', ""'s"", 'match', 'mclaggen', 'spot']",I resign today 's match mclaggen spot
504,Harry Potter and the Half-Blood Prince,Felix Felicis,harry potter,have it your way  juice,male,2009,"['way', 'juice']",way juice,"['way', 'juice']",way juice
505,Harry Potter and the Half-Blood Prince,Felix Felicis,ron weasley,sure,male,2009,['sure'],sure,['sure'],sure
506,Harry Potter and the Half-Blood Prince,Felix Felicis,luna lovegood,hello everyone  you look dreadful ron,female,2009,"['hello', 'everyone', 'look', 'dreadful', 'ron']",hello everyone look dreadful ron,"['hello', 'everyone', 'look', 'dreadful', 'ron']",hello everyone look dreadful ron
507,Harry Potter and the Half-Blood Prince,Felix Felicis,luna lovegood,is that why you just put something in his cup  is it a tonic,female,2009,"['put', 'something', 'cup', 'tonic']",put something cup tonic,"['put', 'something', 'cup', 'tonic']",put something cup tonic
508,Harry Potter and the Half-Blood Prince,Felix Felicis,hermione granger,don't drink that ron!,female,2009,"['not', 'drink', 'ron', '!']",not drink ron !,"['not', 'drink', 'ron', '!']",not drink ron !
509,Harry Potter and the Half-Blood Prince,Felix Felicis,hermione granger,you could be expelled for that,female,2009,"['could', 'expel']",could expel,"['could', 'expel']",could expel
510,Harry Potter and the Half-Blood Prince,Felix Felicis,harry potter,dunno what you're talking about,male,2009,"['dunno', 'talk']",dunno talk,"['dunno', 'talk']",dunno talk
511,Harry Potter and the Half-Blood Prince,Felix Felicis,ron weasley,c'mon harry  we've got a game to win,male,2009,"['come', 'harry', 'get', 'game', 'win']",come harry get game win,"['come', 'harry', 'get', 'game', 'win']",come harry get game win
512,Harry Potter and the Half-Blood Prince,Felix Felicis,ginny weasley,what's gotten into him,female,2009,['get'],get,['get'],get
513,Harry Potter and the Half-Blood Prince,Felix Felicis,dean thomas,ginny!  let's go!,male,2009,"['ginny', '!', 'let', 'us', 'go', '!']",ginny ! let us go !,"['ginny', '!', 'let', 'us', 'go', '!']",ginny ! let us go !
514,Harry Potter and the Half-Blood Prince,Felix Felicis,students,weasley!  weasley!  weasley!,mixed/unknown,2009,"['weasley', '!', 'weasley', '!', 'weasley', '!']",weasley ! weasley ! weasley !,"['weasley', '!', 'weasley', '!', 'weasley', '!']",weasley ! weasley ! weasley !
515,Harry Potter and the Half-Blood Prince,Felix Felicis,hermione granger,ron seems to be enjoying himself,female,2009,"['ron', 'seem', 'enjoy']",ron seem enjoy,"['ron', 'seem', 'enjoy']",ron seem enjoy
516,Harry Potter and the Half-Blood Prince,Felix Felicis,harry potter,yep  apparently it's his lucky day,male,2009,"['yep', 'apparently', 'lucky', 'day']",yep apparently lucky day,"['yep', 'apparently', 'lucky', 'day']",yep apparently lucky day
517,Harry Potter and the Half-Blood Prince,Felix Felicis,hermione granger,you shouldn't have done it harry,female,2009,"['not', 'harry']",not harry,"['not', 'harry']",not harry
518,Harry Potter and the Half-Blood Prince,Felix Felicis,harry potter,yeah  i suppose i could've just used i dunno a confundus charm,male,2009,"['yeah', 'I', 'suppose', 'I', 'could', ""'ve"", 'use', 'I', 'dunno', 'confundus', 'charm']",yeah I suppose I could 've use I dunno confundus charm,"['yeah', 'I', 'suppose', 'I', 'could', ""'ve"", 'use', 'I', 'dunno', 'confundus', 'charm']",yeah I suppose I could 've use I dunno confundus charm
519,Harry Potter and the Half-Blood Prince,Felix Felicis,hermione granger,that was different  it was tryouts  this was an actual match,female,2009,"['different', 'tryout', 'actual', 'match']",different tryout actual match,"['different', 'tryout', 'actual', 'match']",different tryout actual match
520,Harry Potter and the Half-Blood Prince,Felix Felicis,hermione granger,you didn't put it in ron only thought you did,female,2009,"['not', 'put', 'ron', 'think']",not put ron think,"['not', 'put', 'ron', 'think']",not put ron think
521,Harry Potter and the Half-Blood Prince,How It Feels,hermione granger,charms spell  just practicing,female,2009,"['charm', 'spell', 'practice']",charm spell practice,"['charm', 'spell', 'practice']",charm spell practice
522,Harry Potter and the Half-Blood Prince,How It Feels,harry potter,ah  well they're really good,male,2009,"['ah', 'well', 'really', 'good']",ah well really good,"['ah', 'well', 'really', 'good']",ah well really good
523,Harry Potter and the Half-Blood Prince,How It Feels,hermione granger,how does it feel harry  when you see dean with ginny i know harry  you're my best friend  i see how you look at her,female,2009,"['feel', 'harry', 'see', 'dean', 'ginny', 'I', 'know', 'harry', 'good', 'friend', 'I', 'see', 'look']",feel harry see dean ginny I know harry good friend I see look,"['feel', 'harry', 'see', 'dean', 'ginny', 'I', 'know', 'harry', 'good', 'friend', 'I', 'see', 'look']",feel harry see dean ginny I know harry good friend I see look
524,Harry Potter and the Half-Blood Prince,How It Feels,lavender brown,oops  i think this room's taken,female,2009,"['oops', 'I', 'think', 'room', ""'s"", 'take']",oops I think room 's take,"['oops', 'I', 'think', 'room', ""'s"", 'take']",oops I think room 's take
525,Harry Potter and the Half-Blood Prince,How It Feels,ron weasley,what's with the birds,male,2009,['bird'],bird,['bird'],bird
526,Harry Potter and the Half-Blood Prince,How It Feels,hermione granger,oppugno!,female,2009,"['oppugno', '!']",oppugno !,"['oppugno', '!']",oppugno !
527,Harry Potter and the Half-Blood Prince,How It Feels,harry potter,it feels like this,male,2009,"['feel', 'like']",feel like,"['feel', 'like']",feel like
528,Harry Potter and the Half-Blood Prince,How It Feels,ron weasley,look i can't help it if she's got her knickers in a twist  what lav and i have  well let's just say there was no stopping it  it's chemical  will it last  who knows  point is i'm a free agent,male,2009,"['look', 'I', 'not', 'help', 'get', 'knicker', 'twist', 'lav', 'I', 'well', 'let', 'us', 'say', 'stop', 'chemical', 'last', 'know', 'point', 'I', 'free', 'agent']",look I not help get knicker twist lav I well let us say stop chemical last know point I free agent,"['look', 'I', 'not', 'help', 'get', 'knicker', 'twist', 'lav', 'I', 'well', 'let', 'us', 'say', 'stop', 'chemical', 'last', 'know', 'point', 'I', 'free', 'agent']",look I not help get knicker twist lav I well let us say stop chemical last know point I free agent
529,Harry Potter and the Half-Blood Prince,How It Feels,hermione granger,he's at perfect liberty to kiss whomever he likes  i really couldn't care less  was i under the impression that he and i would be attending slughorn's christmas party together  yes  of course now given the circumstances i've had to make other arrangements,female,2009,"['perfect', 'liberty', 'kiss', 'whomever', 'like', 'I', 'really', 'could', 'not', 'care', 'less', 'I', 'impression', 'I', 'would', 'attend', 'slughorn', ""'s"", 'christmas', 'party', 'together', 'yes', 'course', 'give', 'circumstance', 'I', 'make', 'arrangement']",perfect liberty kiss whomever like I really could not care less I impression I would attend slughorn 's christmas party together yes course give circumstance I make arrangement,"['perfect', 'liberty', 'kiss', 'whomever', 'like', 'I', 'really', 'could', 'not', 'care', 'less', 'I', 'impression', 'I', 'would', 'attend', 'slughorn', ""'s"", 'christmas', 'party', 'together', 'yes', 'course', 'give', 'circumstance', 'I', 'make', 'arrangement']",perfect liberty kiss whomever like I really could not care less I impression I would attend slughorn 's christmas party together yes course give circumstance I make arrangement
530,Harry Potter and the Half-Blood Prince,How It Feels,harry potter,have you,male,2009,[],,[],
531,Harry Potter and the Half-Blood Prince,How It Feels,hermione granger,yes  why,female,2009,['yes'],yes,['yes'],yes
532,Harry Potter and the Half-Blood Prince,How It Feels,harry potter,i just thought you know since neither one of us can take who we'd really like maybe we'd go together  as friends,male,2009,"['I', 'think', 'know', 'since', 'neither', 'one', 'take', 'would', 'really', 'like', 'maybe', 'would', 'go', 'together', 'friend']",I think know since neither one take would really like maybe would go together friend,"['I', 'think', 'know', 'since', 'neither', 'one', 'take', 'would', 'really', 'like', 'maybe', 'would', 'go', 'together', 'friend']",I think know since neither one take would really like maybe would go together friend
533,Harry Potter and the Half-Blood Prince,How It Feels,hermione granger,why didn't i think of that,female,2009,"['not', 'I', 'think']",not I think,"['not', 'I', 'think']",not I think
534,Harry Potter and the Half-Blood Prince,How It Feels,harry potter,so who are you taking,male,2009,['take'],take,['take'],take
535,Harry Potter and the Half-Blood Prince,How It Feels,hermione granger,um it's a surprise  besides it's you we need to worry about and you can't pick just anyone see that girl over there  that's romilda vane  rumor has it she's trying to slip you a love potion,female,2009,"['um', 'surprise', 'besides', 'need', 'worry', 'not', 'pick', 'anyone', 'see', 'girl', 'romilda', 'vane', 'rumor', 'try', 'slip', 'love', 'potion']",um surprise besides need worry not pick anyone see girl romilda vane rumor try slip love potion,"['um', 'surprise', 'besides', 'need', 'worry', 'not', 'pick', 'anyone', 'see', 'girl', 'romilda', 'vane', 'rumor', 'try', 'slip', 'love', 'potion']",um surprise besides need worry not pick anyone see girl romilda vane rumor try slip love potion
536,Harry Potter and the Half-Blood Prince,How It Feels,harry potter,really,male,2009,['really'],really,['really'],really
537,Harry Potter and the Half-Blood Prince,How It Feels,hermione granger,hey! she's only interested in you because she thinks you're the chosen one  you know that right,female,2009,"['hey', '!', 'interested', 'think', 'choose', 'one', 'know', 'right']",hey ! interested think choose one know right,"['hey', '!', 'interested', 'think', 'choose', 'one', 'know', 'right']",hey ! interested think choose one know right
538,Harry Potter and the Half-Blood Prince,How It Feels,harry potter,but i am the chosen one,male,2009,"['I', 'choose', 'one']",I choose one,"['I', 'choose', 'one']",I choose one
539,Harry Potter and the Half-Blood Prince,How It Feels,harry potter,okay  kidding  i'll just ask someone i like  someone cool,male,2009,"['okay', 'kid', 'I', 'ask', 'someone', 'I', 'like', 'someone', 'cool']",okay kid I ask someone I like someone cool,"['okay', 'kid', 'I', 'ask', 'someone', 'I', 'like', 'someone', 'cool']",okay kid I ask someone I like someone cool
540,Harry Potter and the Half-Blood Prince,Free Agents,luna lovegood,i've never been to this part of the castle  at least not while awake  i sleepwalk you see it's why i wear shoes to bed,female,2009,"['I', 'never', 'part', 'castle', 'least', 'not', 'awake', 'I', 'sleepwalk', 'see', 'I', 'wear', 'shoe', 'bed']",I never part castle least not awake I sleepwalk see I wear shoe bed,"['I', 'never', 'part', 'castle', 'least', 'not', 'awake', 'I', 'sleepwalk', 'see', 'I', 'wear', 'shoe', 'bed']",I never part castle least not awake I sleepwalk see I wear shoe bed
